HP:0000002	abnormality body height
HP:0500061	iii rop zone
HP:0500062	plus rop
HP:0500062	plus prematurity retinopathy
HP:0500063	plus pre prematurity retinopathy
HP:0500063	plus pre rop
HP:0500064	prematurity retinopathy threshold
HP:0500064	rop threshold
HP:0500065	prethreshold rop
HP:0500065	prematurity prethreshold retinopathy
HP:0500066	latent myopia
HP:0500069	ectropion paralytic
HP:0500070	conjunctival dermolipoma
HP:0500072	absolute eccentric fixation
HP:0500073	abnormal alignment ocular
HP:0500074	deviation dissociated vertical
HP:0500075	deviation dissociated horizontal
HP:0500076	alternating hypertropia
HP:0500077	alternating hyperphoria
HP:0500078	alternating hypotropia
HP:0500079	alternating hypophoria
HP:0500081	pseudophakia
HP:0500086	crescent grey pigmentary temporal
HP:0500086	crescent grey nerve optic
HP:0500086	crescent gray nerve optic
HP:0500086	crescent gray pigmentary temporal
HP:0500087	atrophy peripapillary
HP:0500088	depigmentation foveal
HP:0500089	meningioma nerve optic sheath
HP:0500090	capillary hemangioma periocular
HP:0500090	capillary hemangioma ocular peri
HP:0500091	lymphangioma orbit
HP:0500092	orbital rhabdomyosarcoma
HP:0500093	allergy e food immunoglobulin mediated
HP:0500093	allergy food ige mediated
HP:0500093	allergy food
HP:0500094	allergy latex
HP:0500095	anaphylaxis food induced
HP:0500096	anaphylaxis induced venom
HP:0500097	stool xenobiotic
HP:0500098	meconium xenobiotic
HP:0500099	hair xenobiotic
HP:0500100	plasma serum xenobiotic
HP:0500101	fluid gastric xenobiotic
HP:0500104	blood decreased diastolic pressure
HP:0500104	blood diastolic pressure reduced
HP:0500104	bp decreased diastolic
HP:0500105	bp decreased systolic
HP:0500105	blood pressure reduced systolic
HP:0500105	blood decreased pressure systolic
HP:0500106	hypertension isolated systolic
HP:0500107	diastolic hypotension isolated
HP:0500108	cocaine positive test urine
HP:0500109	barbiturate positive test urine
HP:0500110	cannabinoid positive test urine
HP:0500110	postive pot test urine
HP:0500110	marijuana positive test urine
HP:0500111	benzodiazepines positive test urine
HP:0500112	amphetamine positive test urine
HP:0500113	opioid positive test urine
HP:0500114	abnormal concentration stool urobilinogen
HP:0500115	concentration increased stool urobilinogen
HP:0500116	barbiturate blood positive test
HP:0500117	abnormal concentration csf urate
HP:0500132	hypovalinemia
HP:0500132	blood concentration low valine
HP:0500133	hypotyrosinemia
HP:0500133	blood decreased tyrosine
HP:0500133	blood concentration low tyrosine
HP:0500134	hypertryptophanemia
HP:0500134	blood concentration high tryptophan
HP:0500134	blood increased tryptophan
HP:0500135	hypotryptophanemia
HP:0500135	blood concentration low tryptophan
HP:0500135	blood decreased tryptophan
HP:0500136	blood decreased levels threonine
HP:0500136	blood concentration low threonine
HP:0500136	circulating decreased levels threonine
HP:0500136	hypothreoninemia
HP:0500138	hyperserinemia
HP:0500138	blood high levels serine
HP:0500138	circulating elevated levels serine
HP:0500138	blood concentration increased serine
HP:0500139	blood decreased levels proline
HP:0500139	blood concentration low proline
HP:0500139	hypoprolinemia
HP:0500140	circulating concentration decreased hydroxyproline
HP:0500140	blood hydroxyproline level low
HP:0500140	blood decreased hydroxyproline
HP:0500141	blood decreased phenylalanine
HP:0500141	blood low phenylalanine
HP:0500141	hypophenylalaninemia
HP:0500142	hypolysinemia
HP:0500142	blood decreased lysine
HP:0500142	blood levels low lysine
HP:0500143	blood leucine levels low
HP:0500143	blood concentration decreased leucine
HP:0500143	hypoleucinemia
HP:0500144	hypoisoleucinemia
HP:0500144	blood isoleucine levels low
HP:0500144	blood concentration decreased isoleucine
HP:0500145	blood histidine levels low
HP:0500145	blood concentration decreased histidine
HP:0500145	hypohistidinemia
HP:0500147	blood concentration decreased glutamine
HP:0500147	blood glutamine level low
HP:0500147	hypoglutaminemia
HP:0500148	abnormal circulating concentration glutamate
HP:0500148	abnormality glutamate metabolism
HP:0500149	blood glutamate high levels
HP:0500149	hyperglutamatemia
HP:0500149	blood concentration glutamate increased
HP:0500150	blood glutamate levels low
HP:0500150	blood concentrations decreased glutamate
HP:0500150	hypoglutamatemia
HP:0500151	hypercystinemia
HP:0500151	blood concentraions cystine increased
HP:0500151	blood cystine high levels
HP:0500152	hypocystinemia
HP:0500152	blood cystine levels low
HP:0500152	blood concentration cystine decreased
HP:0500153	hyperargininemia
HP:0500153	arginine blood high levels
HP:0500153	arginine blood concentration increased
HP:0500154	alanine blood concentration decreased
HP:0500154	alanine blood levels low
HP:0500154	hypoalaninemia
HP:0500155	abnormal asparagine circulating concentration
HP:0500155	abnormality asparagine metabolism
HP:0500156	hyperasparaginemia
HP:0500156	asparagine blood concentration increased
HP:0500156	asaparagine blood high levels
HP:0500157	asparagine blood concentration decreased
HP:0500157	asparagine blood levels low
HP:0500157	hypoasparaginemia
HP:0500158	abnormal aspartate circulating concentration
HP:0500158	abnormal acid aspartic circulating concentration
HP:0500159	acid aspartic circulating concentration increased
HP:0500159	acid aspartic blood high levels
HP:0500159	acid aspartic blood increased
HP:0500159	acid aspartic circulating increased level
HP:0500160	abnormal carnosine circulating concentration
HP:0500160	abnormality carnosine metabolism
HP:0500161	blood carnosine increased level
HP:0500161	blood carnosine high levels
HP:0500161	blood carnosine concenrtation increased
HP:0500162	blood carnosine decreased level
HP:0500162	blood carnosine levels low
HP:0500162	blood carnosine concentration decreased
HP:0500163	blood concentrations decreased ornithine
HP:0500163	blood levels low ornithine
HP:0500163	hypoornithinemia
HP:0500164	abnormal blood co2 levels
HP:0500164	abnormal blood carbon dioxide level
HP:0500165	abnormal blood levels oxygen
HP:0500165	abnormal blood level oxygen
HP:0500165	abnormal blood concentration o2
HP:0500165	abnormal blood level o2
HP:0500166	abnormal circulating concentration gastrin
HP:0500166	abnormal circulating gastrin level
HP:0500167	blood elevated gastrin
HP:0500167	blood gastrin increased
HP:0500167	hypergastrinemia
HP:0500170	abnormal acylcarnitine concentration urine
HP:0500173	anoxic reflex seizures
HP:0500173	asystolic reflex syncope
HP:0500173	anoxic reflex seizure
HP:0500180	abnormal acid amino circulating concentration sulfonic
HP:0500181	hypertaurinemia
HP:0500181	elevated levels serum taurine
HP:0500181	blood circulating increased levels taurine
HP:0500182	blood levels lower taurine
HP:0500182	blood levels reduced taurine
HP:0500182	circulating decreased levels taurine
HP:0500182	hypotaurinemia
HP:0500183	abnormal acid carboxylic concentration csf
HP:0500184	abnormal acid amino cerebrospinal fluid levels
HP:0500184	abnormal acid amino cerebrospinal fluid level
HP:0500184	abnormal acid amino concentration csf
HP:0500184	abnormal acid amino csf level
HP:0500185	abnormal acid amino branched cerbrospinal chain fluid levels
HP:0500185	abnormal acid amino branched chain concentration csf
HP:0500186	abnormal concentration csf valine
HP:0500186	abnormal cerebrospinal fluid levels valine
HP:0500187	cerebrospinal fluid high levels valine
HP:0500187	concentration csf increased valine
HP:0500188	cerebrospinal fluid levels low valine
HP:0500188	concentration csf decreased valine
HP:0500189	abnormal cerebrospinal fluid leucine levels
HP:0500189	abnormal concentration csf leucine
HP:0500190	concentration csf decreased leucine
HP:0500190	cerebrospinal fluid leucine levels low
HP:0500191	concentration csf increased leucine
HP:0500191	cerebrospinal fluid high leucine levels
HP:0500192	abnormal concentration csf isoleucine
HP:0500192	abnormal cerebrospinal fluid isoleucine levels
HP:0500193	cerebrospinal fluid high isoleucine levels
HP:0500193	concentration csf increased isoleucine
HP:0500194	cerebrospinal fluid isoleucine levels low
HP:0500194	concentration csf decreased isoleucine
HP:0500195	abnormal acid amino concentration csf family glutamine
HP:0500195	abnormal acid amino cerebrospinal family fluid glutamine levels
HP:0500196	abnormal cerebrospinal fluid glutamine levels
HP:0500196	abnormal concentration csf glutamine
HP:0500197	concentration csf glutamine increased
HP:0500197	cerebrospinal fluid glutamine high levels
HP:0500198	cerebrospinal fluid glutamine levels low
HP:0500198	concentration csf decreased glutamine
HP:0500199	abnormal acid cerebrospinal fluid glutamic levels
HP:0500199	abnormal concentration csf glutamate
HP:0500200	concentration csf glutamate increased
HP:0500200	acid cerebrospinal fluid glutamic high levels
HP:0500201	acid cerebrospinal fluid glutamic levels low
HP:0500201	concentration csf decreased glutamate
HP:0500202	abnormal arginine concentration csf
HP:0500202	abnormal arginine cerebrospinal fluid levels
HP:0500203	arginine concentration csf increased
HP:0500203	arginine cerebrospinal fluid high levels
HP:0500204	arginine concentration csf decreased
HP:0500204	arginine cerebrospinal fluid levels low
HP:0500205	abnormal acid amino aspartate cerebrospinal family fluid levels
HP:0500205	abnormal acid amino aspartate concentration csf family
HP:0500206	abnormal cerebrospinal fluid levels lysine
HP:0500206	abnormal concentration csf lysine
HP:0500207	concentration csf decreased lysine
HP:0500207	cerebrospinal fluid levels low lysine
HP:0500208	concentration csf increased lysine
HP:0500208	cerebrospinal fluid high levels lysine
HP:0500209	abnormal cerebrospinal fluid levels methionine
HP:0500209	abnormal concentration csf methionine
HP:0500210	concentration csf increased methionine
HP:0500210	cerebrospinal fluid high levels methionine
HP:0500211	abnormal concentration csf threonine
HP:0500211	abnormal cerebrospinal fluid levels threonine
HP:0500212	concentration csf increased threonine
HP:0500212	cerebrospinal fluid high levels threonine
HP:0500213	concentration csf decreased threonine
HP:0500213	cerebrospinal fluid levels low threonine
HP:0500214	abnormal acid amino aromatic concentration csf
HP:0500214	abnormal acid amino aromatic cerebrospinal fluid levels
HP:0500215	abnormal concentration csf phenylalanine
HP:0500215	abnormal cerebrospinal fluid levels phenylalanine
HP:0500216	abnormal acid aspartic cerebrospinal fluid levels
HP:0500216	abnormal aspartate concentration csf
HP:0500216	abnormal acid aspartic concentration csf
HP:0500217	acid aspartic cerebrospinal fluid high levels
HP:0500217	acid aspartic concentration csf increased
HP:0500217	aspartate concentration csf increased
HP:0500218	abnormal cerebrospinal fluid levels tryptophan
HP:0500218	abnormal concentration csf tryptophan
HP:0500219	abnormal concentration csf tyrosine
HP:0500219	abnormal cerebrospinal fluid levels tyrosine
HP:0500220	cerebrospinal fluid high levels tyrosine
HP:0500220	concentration csf increased tyrosine
HP:0500221	cerebrospinal fluid levels low tyrosine
HP:0500221	concentration csf decreased tyrosine
HP:0500222	cerebrospinal fluid high levels tryptophan
HP:0500222	concentration csf increased tryptophan
HP:0500223	cerebrospinal fluid high levels phenylalanine
HP:0500223	concentration csf increased phenylalanine
HP:0500224	concentration csf decreased phenylalanine
HP:0500224	cerebrospinal fluid levels low phenylalanine
HP:0500225	abnormal acid amino cerebrospinal family fluid levels serine
HP:0500225	abnormal acid amino concentration csf family serine
HP:0500226	abnormal cerebrospinal fluid levels serine
HP:0500226	abnormal concentration csf serine
HP:0500227	concentration csf increased serine
HP:0500227	cerebrospinal fluid high levels serine
HP:0500228	cerebrospinal fluid levels low serine
HP:0500228	concentration csf decreased serine
HP:0500229	abnormal concentration csf glycine
HP:0500229	abnormal cerebrospinal fluid glycine levels
HP:0500230	concentration csf glycine increased
HP:0500230	cerebrospinal fluid glycine high levels
HP:0500231	abnormal acid amino cerebrospinal family fluid levels pyruvate
HP:0500231	abnormal acid amino concentration csf family pyruvate
HP:0500232	abnormal alanine concentration csf
HP:0500232	abnormal alanine cerebrospinal fluid levels
HP:0500233	alanine cerebrospinal fluid high levels
HP:0500233	alanine concentration csf increased
HP:0500234	alanine cerebrospinal fluid levels low
HP:0500234	alanine concentration csf decreased
HP:0500235	abnormal concentration csf histidine
HP:0500235	abnormal cerebrospinal fluid histidine levels
HP:0500236	cerebrospinal fluid high histidine levels
HP:0500236	concentration csf histidine increased
HP:0500237	cerebrospinal fluid histidine levels low
HP:0500237	concentration csf decreased histidine
HP:0500238	abnormal albumin concentration csf
HP:0500238	abnormal albumin cerebrospinal fluid levels
HP:0500239	albumin concentration csf increased
HP:0500239	albumin cerebrospinal fluid high levels
HP:0500240	abnormal carnosine cerebrospinal fluid levels
HP:0500240	abnormal carnosine concentration csf
HP:0500241	abnormal cerebrospinal fluid homocarnosine levels
HP:0500241	abnormal concentration csf homocarnosine
HP:0500242	cerebrospinal fluid high homocarnosine levels
HP:0500242	concentration csf homocarnosine increased
HP:0500243	abnormal cerebrospinal fluid levels ornithine
HP:0500243	abnormal concentration csf ornithine
HP:0500244	cerebrospinal fluid high levels ornithine
HP:0500244	concentration csf increased ornithine
HP:0500245	abnormal citrulline concentration csf
HP:0500245	abnormal cerebrospinal citrulline fluid levels
HP:0500246	cerebrospinal citrulline fluid high levels
HP:0500246	citrulline concentration csf increased
HP:0500247	abnormal alpha aminobutyrate cerebrospinal fluid levels
HP:0500247	abnormal alpha aminobutyrate concentration csf
HP:0500248	alpha aminobutyrate concentration csf increased
